Array,layer_thick,orientation,infill_pattern,infill_density,mwcnt,graphene,tensile_str,flexural_str
S972,0.19,Flat,Honeycomb,90,0.5,0.0,25.91,35.38
S973,0.19,Flat,Honeycomb,90,0.5,0.0,25.51,36.42
S974,0.19,Flat,Honeycomb,90,0.5,0.0,26.73,36.36
S975,0.39,On Short Edge,Honeycomb,90,0.5,0.0,5.2,18.92
S976,0.39,On Short Edge,Honeycomb,90,0.5,0.0,6.61,13.06
S977,0.39,On Short Edge,Honeycomb,90,0.5,0.0,7.12,19.26
S978,0.39,Flat,Linear,70,0.5,0.0,20.68,39.55
S979,0.39,Flat,Linear,70,0.5,0.0,25.87,30.64
S980,0.39,Flat,Linear,70,0.5,0.0,24.06,30.83
S981,0.39,On Short Edge,Linear,70,0.5,0.0,9.34,16.1
S982,0.39,On Short Edge,Linear,70,0.5,0.0,9.39,14.41
S983,0.39,On Short Edge,Linear,70,0.5,0.0,8.17,13.67
S984,0.19,On Short Edge,Grid,50,0.5,0.0,11.5,26.22
S985,0.19,On Short Edge,Grid,50,0.5,0.0,12.78,13.77
S986,0.19,On Short Edge,Grid,50,0.5,0.0,12.88,23.35
S987,0.29,On Long Edge,Grid,90,0.5,0.0,28.86,42.99
S988,0.29,On Long Edge,Grid,90,0.5,0.0,30.71,47.07
S989,0.29,On Long Edge,Grid,90,0.5,0.0,27.63,45.42
S990,0.39,On Short Edge,Honeycomb,50,0.5,0.0,5.86,9.63
S991,0.39,On Short Edge,Honeycomb,50,0.5,0.0,6.42,16.48
S992,0.39,On Short Edge,Honeycomb,50,0.5,0.0,8.98,15.42
S993,0.39,On Long Edge,Grid,50,0.5,0.0,29.98,40.06
S994,0.39,On Long Edge,Grid,50,0.5,0.0,27.76,39.8
S995,0.39,On Long Edge,Grid,50,0.5,0.0,30.1,40.79
S996,0.19,Flat,Honeycomb,70,0.5,0.0,26.02,34.31
S997,0.19,Flat,Honeycomb,70,0.5,0.0,24.66,35.41
S998,0.19,Flat,Honeycomb,70,0.5,0.0,24.05,29.45
S999,0.39,On Short Edge,Linear,90,0.5,0.0,9.04,16.23
S1000,0.39,On Short Edge,Linear,90,0.5,0.0,8.2,18.06
S1001,0.39,On Short Edge,Linear,90,0.5,0.0,8.01,17.56
S1002,0.29,On Long Edge,Linear,90,0.5,0.0,23.8,44.99
S1003,0.29,On Long Edge,Linear,90,0.5,0.0,26.88,41.84
S1004,0.29,On Long Edge,Linear,90,0.5,0.0,27.95,47.21
S1005,0.29,Flat,Linear,90,0.5,0.0,21.79,36.48
S1006,0.29,Flat,Linear,90,0.5,0.0,23.15,35.94
S1007,0.29,Flat,Linear,90,0.5,0.0,25.75,38.22
S1008,0.39,On Long Edge,Honeycomb,90,0.5,0.0,25.8,30.29
S1009,0.39,On Long Edge,Honeycomb,90,0.5,0.0,27.26,32.63
S1010,0.39,On Long Edge,Honeycomb,90,0.5,0.0,26.33,37.26
S1011,0.39,On Long Edge,Linear,50,0.5,0.0,29.0,34.64
S1012,0.39,On Long Edge,Linear,50,0.5,0.0,21.89,39.21
S1013,0.39,On Long Edge,Linear,50,0.5,0.0,29.72,42.43
S1014,0.39,Flat,Linear,50,0.5,0.0,24.65,31.61
S1015,0.39,Flat,Linear,50,0.5,0.0,25.63,30.14
S1016,0.39,Flat,Linear,50,0.5,0.0,25.09,34.66
S1017,0.39,On Short Edge,Linear,50,0.5,0.0,10.37,25.72
S1018,0.39,On Short Edge,Linear,50,0.5,0.0,9.29,15.73
S1019,0.39,On Short Edge,Linear,50,0.5,0.0,8.61,11.88
S1020,0.39,On Long Edge,Honeycomb,50,0.5,0.0,24.45,33.95
S1021,0.39,On Long Edge,Honeycomb,50,0.5,0.0,24.73,35.67
S1022,0.39,On Long Edge,Honeycomb,50,0.5,0.0,24.24,38.63
S1023,0.29,On Long Edge,Grid,70,0.5,0.0,28.08,39.78
S1024,0.29,On Long Edge,Grid,70,0.5,0.0,27.54,40.28
S1025,0.29,On Long Edge,Grid,70,0.5,0.0,29.42,37.16
S1026,0.39,Flat,Grid,90,0.5,0.0,25.9,33.24
S1027,0.39,Flat,Grid,90,0.5,0.0,24.79,31.66
S1028,0.39,Flat,Grid,90,0.5,0.0,26.2,36.84
S1029,0.29,On Long Edge,Linear,70,0.5,0.0,26.49,40.56
S1030,0.29,On Long Edge,Linear,70,0.5,0.0,27.45,39.55
S1031,0.29,On Long Edge,Linear,70,0.5,0.0,26.7,39.66
S1032,0.29,On Long Edge,Honeycomb,70,0.5,0.0,25.28,34.75
S1033,0.29,On Long Edge,Honeycomb,70,0.5,0.0,20.89,36.12
S1034,0.29,On Long Edge,Honeycomb,70,0.5,0.0,27.16,39.36
S1035,0.29,On Short Edge,Honeycomb,70,0.5,0.0,8.28,18.95
S1036,0.29,On Short Edge,Honeycomb,70,0.5,0.0,6.85,15.78
S1037,0.29,On Short Edge,Honeycomb,70,0.5,0.0,5.7,14.21
S1038,0.19,Flat,Linear,70,0.5,0.0,26.3,39.26
S1039,0.19,Flat,Linear,70,0.5,0.0,25.08,34.21
S1040,0.19,Flat,Linear,70,0.5,0.0,25.31,37.42
S1041,0.19,On Short Edge,Linear,70,0.5,0.0,7.3,12.74
S1042,0.19,On Short Edge,Linear,70,0.5,0.0,8.75,16.03
S1043,0.19,On Short Edge,Linear,70,0.5,0.0,8.82,19.31
S1044,0.39,On Short Edge,Grid,70,0.5,0.0,9.76,18.41
S1045,0.39,On Short Edge,Grid,70,0.5,0.0,11.03,14.89
S1046,0.39,On Short Edge,Grid,70,0.5,0.0,11.51,10.49
S1047,0.19,On Short Edge,Honeycomb,50,0.5,0.0,10.28,19.24
S1048,0.19,On Short Edge,Honeycomb,50,0.5,0.0,9.68,16.2
S1049,0.19,On Short Edge,Honeycomb,50,0.5,0.0,6.06,21.97
S1050,0.19,On Long Edge,Grid,50,0.5,0.0,30.57,41.35
S1051,0.19,On Long Edge,Grid,50,0.5,0.0,28.54,47.55
S1052,0.19,On Long Edge,Grid,50,0.5,0.0,28.02,49.13
S1053,0.39,Flat,Grid,50,0.5,0.0,24.86,34.9
S1054,0.39,Flat,Grid,50,0.5,0.0,25.79,34.8
S1055,0.39,Flat,Grid,50,0.5,0.0,25.44,32.45
S1056,0.19,On Short Edge,Linear,90,0.5,0.0,10.52,21.06
S1057,0.19,On Short Edge,Linear,90,0.5,0.0,11.66,22.56
S1058,0.19,On Short Edge,Linear,90,0.5,0.0,10.08,21.09
S1059,0.19,On Long Edge,Honeycomb,90,0.5,0.0,23.22,41.46
S1060,0.19,On Long Edge,Honeycomb,90,0.5,0.0,31.3,44.44
S1061,0.19,On Long Edge,Honeycomb,90,0.5,0.0,27.35,41.24
S1062,0.19,On Long Edge,Linear,50,0.5,0.0,27.98,45.94
S1063,0.19,On Long Edge,Linear,50,0.5,0.0,26.03,47.67
S1064,0.19,On Long Edge,Linear,50,0.5,0.0,29.11,46.46
S1065,0.29,On Short Edge,Grid,90,0.5,0.0,11.46,22.88
S1066,0.29,On Short Edge,Grid,90,0.5,0.0,11.84,24.63
S1067,0.29,On Short Edge,Grid,90,0.5,0.0,10.17,21.07
S1068,0.19,On Short Edge,Linear,50,0.5,0.0,9.97,27.65
S1069,0.19,On Short Edge,Linear,50,0.5,0.0,7.79,18.43
S1070,0.19,On Short Edge,Linear,50,0.5,0.0,10.07,23.07
S1071,0.19,On Long Edge,Honeycomb,50,0.5,0.0,27.01,41.57
S1072,0.19,On Long Edge,Honeycomb,50,0.5,0.0,26.37,45.38
S1073,0.19,On Long Edge,Honeycomb,50,0.5,0.0,24.13,38.3
S1074,0.19,Flat,Grid,90,0.5,0.0,27.96,34.77
S1075,0.19,Flat,Grid,90,0.5,0.0,27.84,44.87
S1076,0.19,Flat,Grid,90,0.5,0.0,28.16,40.5
S1077,0.29,Flat,Grid,70,0.5,0.0,23.55,32.4
S1078,0.29,Flat,Grid,70,0.5,0.0,24.99,33.31
S1079,0.29,Flat,Grid,70,0.5,0.0,27.68,35.98
S1080,0.29,Flat,Honeycomb,90,1.0,0.0,24.12,39.35
S1081,0.29,Flat,Honeycomb,90,1.0,0.0,25.19,40.48
S1082,0.29,Flat,Honeycomb,90,1.0,0.0,25.91,37.76
S1083,0.39,Flat,Honeycomb,50,1.0,0.0,21.03,32.03
S1084,0.39,Flat,Honeycomb,50,1.0,0.0,21.41,34.21
S1085,0.39,Flat,Honeycomb,50,1.0,0.0,22.22,33.52
S1086,0.19,On Short Edge,Grid,70,1.0,0.0,12.97,20.68
S1087,0.19,On Short Edge,Grid,70,1.0,0.0,12.62,23.12
S1088,0.19,On Short Edge,Grid,70,1.0,0.0,12.11,20.72
S1089,0.29,On Short Edge,Grid,50,1.0,0.0,17.06,22.48
S1090,0.29,On Short Edge,Grid,50,1.0,0.0,15.59,22.02
S1091,0.29,On Short Edge,Grid,50,1.0,0.0,15.6,24.21
S1092,0.39,On Long Edge,Grid,90,1.0,0.0,36.0,48.57
S1093,0.39,On Long Edge,Grid,90,1.0,0.0,36.52,46.3
S1094,0.39,On Long Edge,Grid,90,1.0,0.0,37.18,47.38
S1095,0.19,Flat,Grid,50,1.0,0.0,28.9,45.4
S1096,0.19,Flat,Grid,50,1.0,0.0,31.31,43.1
S1097,0.19,Flat,Grid,50,1.0,0.0,30.09,43.98
S1098,0.29,Flat,Honeycomb,70,1.0,0.0,21.19,33.53
S1099,0.29,Flat,Honeycomb,70,1.0,0.0,20.48,34.12
S1100,0.29,Flat,Honeycomb,70,1.0,0.0,22.11,33.26
S1101,0.39,Flat,Linear,90,1.0,0.0,26.44,37.95
S1102,0.39,Flat,Linear,90,1.0,0.0,25.33,40.18
S1103,0.39,Flat,Linear,90,1.0,0.0,26.95,40.03
S1104,0.39,On Long Edge,Grid,70,1.0,0.0,33.31,41.1
S1105,0.39,On Long Edge,Grid,70,1.0,0.0,32.69,41.87
S1106,0.39,On Long Edge,Grid,70,1.0,0.0,34.1,40.53
S1107,0.39,On Long Edge,Linear,70,1.0,0.0,31.72,42.5
S1108,0.39,On Long Edge,Linear,70,1.0,0.0,31.74,42.08
S1109,0.39,On Long Edge,Linear,70,1.0,0.0,33.42,41.85
S1110,0.19,Flat,Honeycomb,50,1.0,0.0,24.57,39.98
S1111,0.19,Flat,Honeycomb,50,1.0,0.0,25.3,40.57
S1112,0.19,Flat,Honeycomb,50,1.0,0.0,24.38,42.47
S1113,0.29,On Short Edge,Honeycomb,90,1.0,0.0,12.24,18.59
S1114,0.29,On Short Edge,Honeycomb,90,1.0,0.0,10.05,20.62
S1115,0.29,On Short Edge,Honeycomb,90,1.0,0.0,10.84,20.35
S1116,0.29,Flat,Linear,70,1.0,0.0,23.26,39.71
S1117,0.29,Flat,Linear,70,1.0,0.0,23.77,39.5
S1118,0.29,Flat,Linear,70,1.0,0.0,24.58,37.38
S1119,0.39,On Long Edge,Honeycomb,70,1.0,0.0,28.09,37.95
S1120,0.39,On Long Edge,Honeycomb,70,1.0,0.0,28.43,37.83
S1121,0.39,On Long Edge,Honeycomb,70,1.0,0.0,29.68,35.11
S1122,0.39,On Short Edge,Honeycomb,70,1.0,0.0,5.85,9.42
S1123,0.39,On Short Edge,Honeycomb,70,1.0,0.0,4.18,7.61
S1124,0.39,On Short Edge,Honeycomb,70,1.0,0.0,4.65,10.45
S1125,0.29,On Short Edge,Honeycomb,50,1.0,0.0,10.48,20.37
S1126,0.29,On Short Edge,Honeycomb,50,1.0,0.0,9.6,18.44
S1127,0.29,On Short Edge,Honeycomb,50,1.0,0.0,9.73,18.92
S1128,0.29,On Long Edge,Grid,50,1.0,0.0,39.89,49.75
S1129,0.29,On Long Edge,Grid,50,1.0,0.0,37.57,50.53
S1130,0.29,On Long Edge,Grid,50,1.0,0.0,39.59,50.79
S1131,0.19,On Long Edge,Grid,90,1.0,0.0,41.53,52.47
S1132,0.19,On Long Edge,Grid,90,1.0,0.0,41.16,55.33
S1133,0.19,On Long Edge,Grid,90,1.0,0.0,39.53,54.22
S1134,0.29,On Short Edge,Linear,90,1.0,0.0,14.62,24.32
S1135,0.29,On Short Edge,Linear,90,1.0,0.0,15.19,23.81
S1136,0.29,On Short Edge,Linear,90,1.0,0.0,14.51,24.47
S1137,0.29,On Long Edge,Honeycomb,90,1.0,0.0,34.15,45.78
S1138,0.29,On Long Edge,Honeycomb,90,1.0,0.0,35.33,45.7
S1139,0.29,On Long Edge,Honeycomb,90,1.0,0.0,35.32,47.73
S1140,0.29,On Long Edge,Linear,50,1.0,0.0,36.66,50.48
S1141,0.29,On Long Edge,Linear,50,1.0,0.0,38.6,50.1
S1142,0.29,On Long Edge,Linear,50,1.0,0.0,37.5,51.92
S1143,0.19,On Long Edge,Linear,90,1.0,0.0,39.74,54.56
S1144,0.19,On Long Edge,Linear,90,1.0,0.0,38.82,56.67
S1145,0.19,On Long Edge,Linear,90,1.0,0.0,40.38,56.11
S1146,0.29,Flat,Linear,50,1.0,0.0,27.85,42.2
S1147,0.29,Flat,Linear,50,1.0,0.0,27.24,43.88
S1148,0.29,Flat,Linear,50,1.0,0.0,28.07,44.99
S1149,0.29,On Short Edge,Linear,50,1.0,0.0,14.66,21.64
S1150,0.29,On Short Edge,Linear,50,1.0,0.0,14.93,22.27
S1151,0.29,On Short Edge,Linear,50,1.0,0.0,13.97,23.85
S1152,0.19,Flat,Linear,90,1.0,0.0,30.53,50.69
S1153,0.19,Flat,Linear,90,1.0,0.0,29.61,46.54
S1154,0.19,Flat,Linear,90,1.0,0.0,29.56,47.89
S1155,0.39,On Short Edge,Grid,90,1.0,0.0,13.67,21.1
S1156,0.39,On Short Edge,Grid,90,1.0,0.0,14.04,19.47
S1157,0.39,On Short Edge,Grid,90,1.0,0.0,14.33,19.37
S1158,0.39,Flat,Grid,70,1.0,0.0,24.06,32.22
S1159,0.39,Flat,Grid,70,1.0,0.0,23.13,31.61
S1160,0.39,Flat,Grid,70,1.0,0.0,23.8,33.98
S1161,0.19,On Long Edge,Linear,70,1.0,0.0,35.57,51.46
S1162,0.19,On Long Edge,Linear,70,1.0,0.0,35.27,50.19
S1163,0.19,On Long Edge,Linear,70,1.0,0.0,34.54,48.86
S1164,0.39,Flat,Honeycomb,90,1.0,0.0,22.76,35.58
S1165,0.39,Flat,Honeycomb,90,1.0,0.0,22.1,34.42
S1166,0.39,Flat,Honeycomb,90,1.0,0.0,21.29,34.06
S1167,0.19,On Long Edge,Honeycomb,70,1.0,0.0,32.2,45.0
S1168,0.19,On Long Edge,Honeycomb,70,1.0,0.0,31.94,44.33
S1169,0.19,On Long Edge,Honeycomb,70,1.0,0.0,31.61,43.44
S1170,0.29,On Short Edge,Grid,70,1.0,0.0,12.96,18.36
S1171,0.29,On Short Edge,Grid,70,1.0,0.0,12.82,17.17
S1172,0.29,On Short Edge,Grid,70,1.0,0.0,11.06,19.22
S1173,0.19,On Short Edge,Honeycomb,70,1.0,0.0,7.7,15.38
S1174,0.19,On Short Edge,Honeycomb,70,1.0,0.0,8.48,15.97
S1175,0.19,On Short Edge,Honeycomb,70,1.0,0.0,8.73,17.25
S1176,0.29,Flat,Grid,50,1.0,0.0,29.74,40.44
S1177,0.29,Flat,Grid,50,1.0,0.0,30.09,42.5
S1178,0.29,Flat,Grid,50,1.0,0.0,29.04,42.35
S1179,0.19,On Short Edge,Grid,90,1.0,0.0,15.95,26.53
S1180,0.19,On Short Edge,Grid,90,1.0,0.0,16.45,24.31
S1181,0.19,On Short Edge,Grid,90,1.0,0.0,16.12,27.42
S1182,0.19,Flat,Grid,70,1.0,0.0,26.33,42.11
S1183,0.19,Flat,Grid,70,1.0,0.0,26.39,38.02
S1184,0.19,Flat,Grid,70,1.0,0.0,26.0,41.74
S1185,0.29,Flat,Honeycomb,50,1.0,0.0,24.03,37.46
S1186,0.29,Flat,Honeycomb,50,1.0,0.0,24.24,38.78
S1187,0.29,Flat,Honeycomb,50,1.0,0.0,24.87,39.98
S1188,0.19,Flat,Honeycomb,90,1.0,0.0,25.3,40.02
S1189,0.19,Flat,Honeycomb,90,1.0,0.0,25.27,42.02
S1190,0.19,Flat,Honeycomb,90,1.0,0.0,24.9,40.48
S1191,0.39,On Short Edge,Honeycomb,90,1.0,0.0,8.96,14.76
S1192,0.39,On Short Edge,Honeycomb,90,1.0,0.0,8.75,13.86
S1193,0.39,On Short Edge,Honeycomb,90,1.0,0.0,8.58,13.65
S1194,0.39,Flat,Linear,70,1.0,0.0,22.61,35.36
S1195,0.39,Flat,Linear,70,1.0,0.0,20.79,32.88
S1196,0.39,Flat,Linear,70,1.0,0.0,21.02,33.23
S1197,0.39,On Short Edge,Linear,70,1.0,0.0,8.39,12.53
S1198,0.39,On Short Edge,Linear,70,1.0,0.0,7.83,13.09
S1199,0.39,On Short Edge,Linear,70,1.0,0.0,8.58,14.45
S1200,0.19,On Short Edge,Grid,50,1.0,0.0,15.92,25.35
S1201,0.19,On Short Edge,Grid,50,1.0,0.0,16.04,24.78
S1202,0.19,On Short Edge,Grid,50,1.0,0.0,17.51,26.82
S1203,0.29,On Long Edge,Grid,90,1.0,0.0,39.17,52.22
S1204,0.29,On Long Edge,Grid,90,1.0,0.0,40.57,49.72
S1205,0.29,On Long Edge,Grid,90,1.0,0.0,40.58,53.11
S1206,0.39,On Short Edge,Honeycomb,50,1.0,0.0,7.25,12.77
S1207,0.39,On Short Edge,Honeycomb,50,1.0,0.0,8.68,14.27
S1208,0.39,On Short Edge,Honeycomb,50,1.0,0.0,8.37,14.36
S1209,0.39,On Long Edge,Grid,50,1.0,0.0,37.0,44.07
S1210,0.39,On Long Edge,Grid,50,1.0,0.0,37.44,47.23
S1211,0.39,On Long Edge,Grid,50,1.0,0.0,36.59,45.69
S1212,0.19,Flat,Honeycomb,70,1.0,0.0,20.57,36.81
S1213,0.19,Flat,Honeycomb,70,1.0,0.0,21.97,36.08
S1214,0.19,Flat,Honeycomb,70,1.0,0.0,22.34,35.74
S1215,0.39,On Short Edge,Linear,90,1.0,0.0,12.77,18.61
S1216,0.39,On Short Edge,Linear,90,1.0,0.0,12.38,19.67
S1217,0.39,On Short Edge,Linear,90,1.0,0.0,12.55,19.43
S1218,0.29,On Long Edge,Linear,90,1.0,0.0,38.45,53.27
S1219,0.29,On Long Edge,Linear,90,1.0,0.0,38.25,50.2
S1220,0.29,On Long Edge,Linear,90,1.0,0.0,39.7,53.97
S1221,0.29,Flat,Linear,90,1.0,0.0,27.67,44.99
S1222,0.29,Flat,Linear,90,1.0,0.0,28.19,44.45
S1223,0.29,Flat,Linear,90,1.0,0.0,28.72,43.82
S1224,0.39,On Long Edge,Honeycomb,90,1.0,0.0,31.79,41.75
S1225,0.39,On Long Edge,Honeycomb,90,1.0,0.0,31.7,41.57
S1226,0.39,On Long Edge,Honeycomb,90,1.0,0.0,32.27,41.72
S1227,0.39,On Long Edge,Linear,50,1.0,0.0,35.7,48.68
S1228,0.39,On Long Edge,Linear,50,1.0,0.0,34.86,47.11
S1229,0.39,On Long Edge,Linear,50,1.0,0.0,35.58,47.4
S1230,0.39,Flat,Linear,50,1.0,0.0,25.28,39.63
S1231,0.39,Flat,Linear,50,1.0,0.0,25.56,37.13
S1232,0.39,Flat,Linear,50,1.0,0.0,25.81,39.82
S1233,0.39,On Short Edge,Linear,50,1.0,0.0,11.16,19.05
S1234,0.39,On Short Edge,Linear,50,1.0,0.0,12.12,18.74
S1235,0.39,On Short Edge,Linear,50,1.0,0.0,12.38,21.99
S1236,0.39,On Long Edge,Honeycomb,50,1.0,0.0,31.06,39.99
S1237,0.39,On Long Edge,Honeycomb,50,1.0,0.0,31.78,42.64
S1238,0.39,On Long Edge,Honeycomb,50,1.0,0.0,31.43,43.57
S1239,0.29,On Long Edge,Grid,70,1.0,0.0,35.19,46.51
S1240,0.29,On Long Edge,Grid,70,1.0,0.0,35.68,47.8
S1241,0.29,On Long Edge,Grid,70,1.0,0.0,37.4,44.67
S1242,0.39,Flat,Grid,90,1.0,0.0,27.09,39.61
S1243,0.39,Flat,Grid,90,1.0,0.0,27.2,38.47
S1244,0.39,Flat,Grid,90,1.0,0.0,27.47,36.1
S1245,0.29,On Long Edge,Linear,70,1.0,0.0,34.58,45.82
S1246,0.29,On Long Edge,Linear,70,1.0,0.0,34.26,48.51
S1247,0.29,On Long Edge,Linear,70,1.0,0.0,33.75,47.72
S1248,0.29,On Long Edge,Honeycomb,70,1.0,0.0,30.74,41.26
S1249,0.29,On Long Edge,Honeycomb,70,1.0,0.0,31.45,42.05
S1250,0.29,On Long Edge,Honeycomb,70,1.0,0.0,31.3,42.84
S1251,0.29,On Short Edge,Honeycomb,70,1.0,0.0,7.12,13.04
S1252,0.29,On Short Edge,Honeycomb,70,1.0,0.0,6.62,12.77
S1253,0.29,On Short Edge,Honeycomb,70,1.0,0.0,9.3,15.39
S1254,0.19,Flat,Linear,70,1.0,0.0,24.36,39.56
S1255,0.19,Flat,Linear,70,1.0,0.0,25.58,41.92
S1256,0.19,Flat,Linear,70,1.0,0.0,25.62,40.91
S1257,0.19,On Short Edge,Linear,70,1.0,0.0,11.6,21.96
S1258,0.19,On Short Edge,Linear,70,1.0,0.0,11.74,18.74
S1259,0.19,On Short Edge,Linear,70,1.0,0.0,11.53,20.47
S1260,0.39,On Short Edge,Grid,70,1.0,0.0,10.05,17.07
S1261,0.39,On Short Edge,Grid,70,1.0,0.0,10.18,12.91
S1262,0.39,On Short Edge,Grid,70,1.0,0.0,10.55,13.91
S1263,0.19,On Short Edge,Honeycomb,50,1.0,0.0,11.52,21.88
S1264,0.19,On Short Edge,Honeycomb,50,1.0,0.0,12.61,19.68
S1265,0.19,On Short Edge,Honeycomb,50,1.0,0.0,11.56,19.94
S1266,0.19,On Long Edge,Grid,50,1.0,0.0,40.35,51.77
S1267,0.19,On Long Edge,Grid,50,1.0,0.0,39.7,52.56
S1268,0.19,On Long Edge,Grid,50,1.0,0.0,40.63,54.09
S1269,0.39,Flat,Grid,50,1.0,0.0,25.9,37.71
S1270,0.39,Flat,Grid,50,1.0,0.0,26.25,36.05
S1271,0.39,Flat,Grid,50,1.0,0.0,26.58,37.25
S1272,0.19,On Short Edge,Linear,90,1.0,0.0,17.25,27.62
S1273,0.19,On Short Edge,Linear,90,1.0,0.0,14.72,26.36
S1274,0.19,On Short Edge,Linear,90,1.0,0.0,16.32,29.71
S1275,0.19,On Long Edge,Honeycomb,90,1.0,0.0,34.5,47.43
S1276,0.19,On Long Edge,Honeycomb,90,1.0,0.0,36.8,50.29
S1277,0.19,On Long Edge,Honeycomb,90,1.0,0.0,34.98,50.48
S1278,0.19,On Long Edge,Linear,50,1.0,0.0,36.74,53.99
S1279,0.19,On Long Edge,Linear,50,1.0,0.0,38.71,55.15
S1280,0.19,On Long Edge,Linear,50,1.0,0.0,37.82,54.1
S1281,0.29,On Short Edge,Grid,90,1.0,0.0,15.83,23.69
S1282,0.29,On Short Edge,Grid,90,1.0,0.0,15.85,22.85
S1283,0.29,On Short Edge,Grid,90,1.0,0.0,15.79,24.19
S1284,0.19,On Short Edge,Linear,50,1.0,0.0,15.48,25.89
S1285,0.19,On Short Edge,Linear,50,1.0,0.0,14.93,24.36
S1286,0.19,On Short Edge,Linear,50,1.0,0.0,14.71,26.12
S1287,0.19,On Long Edge,Honeycomb,50,1.0,0.0,36.57,47.51
S1288,0.19,On Long Edge,Honeycomb,50,1.0,0.0,35.8,50.17
S1289,0.19,On Long Edge,Honeycomb,50,1.0,0.0,35.01,51.13
S1290,0.19,Flat,Grid,90,1.0,0.0,30.95,46.2
S1291,0.19,Flat,Grid,90,1.0,0.0,30.66,47.25
S1292,0.19,Flat,Grid,90,1.0,0.0,31.43,44.92
S1293,0.29,Flat,Grid,70,1.0,0.0,25.19,37.27
S1294,0.29,Flat,Grid,70,1.0,0.0,25.53,37.44
S1295,0.29,Flat,Grid,70,1.0,0.0,26.89,36.95
S1296,0.29,Flat,Honeycomb,90,1.5,0.0,20.67,32.31
S1297,0.29,Flat,Honeycomb,90,1.5,0.0,21.47,29.4
S1298,0.29,Flat,Honeycomb,90,1.5,0.0,20.16,32.51
S1299,0.39,Flat,Honeycomb,50,1.5,0.0,21.85,27.22
S1300,0.39,Flat,Honeycomb,50,1.5,0.0,19.1,28.63
S1301,0.39,Flat,Honeycomb,50,1.5,0.0,20.21,26.34
S1302,0.19,On Short Edge,Grid,70,1.5,0.0,12.46,18.17
S1303,0.19,On Short Edge,Grid,70,1.5,0.0,12.48,15.61
S1304,0.19,On Short Edge,Grid,70,1.5,0.0,13.82,20.02
S1305,0.29,On Short Edge,Grid,50,1.5,0.0,14.82,16.95
S1306,0.29,On Short Edge,Grid,50,1.5,0.0,14.06,18.38
S1307,0.29,On Short Edge,Grid,50,1.5,0.0,14.78,19.23
S1308,0.39,On Long Edge,Grid,90,1.5,0.0,25.33,40.76
S1309,0.39,On Long Edge,Grid,90,1.5,0.0,26.39,42.49
S1310,0.39,On Long Edge,Grid,90,1.5,0.0,26.61,41.65
S1311,0.19,Flat,Grid,50,1.5,0.0,26.98,41.42
S1312,0.19,Flat,Grid,50,1.5,0.0,27.27,38.55
S1313,0.19,Flat,Grid,50,1.5,0.0,28.16,40.52
S1314,0.29,Flat,Honeycomb,70,1.5,0.0,21.16,27.66
S1315,0.29,Flat,Honeycomb,70,1.5,0.0,21.83,28.85
S1316,0.29,Flat,Honeycomb,70,1.5,0.0,21.74,28.66
S1317,0.39,Flat,Linear,90,1.5,0.0,23.64,37.39
S1318,0.39,Flat,Linear,90,1.5,0.0,22.29,37.23
S1319,0.39,Flat,Linear,90,1.5,0.0,21.19,36.54
S1320,0.39,On Long Edge,Grid,70,1.5,0.0,28.46,36.41
S1321,0.39,On Long Edge,Grid,70,1.5,0.0,26.08,35.86
S1322,0.39,On Long Edge,Grid,70,1.5,0.0,25.86,35.69
S1323,0.39,On Long Edge,Linear,70,1.5,0.0,23.99,34.11
S1324,0.39,On Long Edge,Linear,70,1.5,0.0,24.33,37.03
S1325,0.39,On Long Edge,Linear,70,1.5,0.0,23.51,37.81
S1326,0.19,Flat,Honeycomb,50,1.5,0.0,22.03,33.81
S1327,0.19,Flat,Honeycomb,50,1.5,0.0,20.99,33.59
S1328,0.19,Flat,Honeycomb,50,1.5,0.0,20.6,33.63
S1329,0.29,On Short Edge,Honeycomb,90,1.5,0.0,7.59,13.81
S1330,0.29,On Short Edge,Honeycomb,90,1.5,0.0,6.39,11.98
S1331,0.29,On Short Edge,Honeycomb,90,1.5,0.0,7.97,11.91
S1332,0.29,Flat,Linear,70,1.5,0.0,24.78,32.87
S1333,0.29,Flat,Linear,70,1.5,0.0,25.13,33.04
S1334,0.29,Flat,Linear,70,1.5,0.0,24.86,35.39
S1335,0.39,On Long Edge,Honeycomb,70,1.5,0.0,20.88,30.29
S1336,0.39,On Long Edge,Honeycomb,70,1.5,0.0,21.74,28.87
S1337,0.39,On Long Edge,Honeycomb,70,1.5,0.0,20.61,27.07
S1338,0.39,On Short Edge,Honeycomb,70,1.5,0.0,7.2,4.63
S1339,0.39,On Short Edge,Honeycomb,70,1.5,0.0,6.98,6.28
S1340,0.39,On Short Edge,Honeycomb,70,1.5,0.0,7.5,6.23
S1341,0.29,On Short Edge,Honeycomb,50,1.5,0.0,8.62,12.18
S1342,0.29,On Short Edge,Honeycomb,50,1.5,0.0,9.21,11.65
S1343,0.29,On Short Edge,Honeycomb,50,1.5,0.0,9.33,9.31
S1344,0.29,On Long Edge,Grid,50,1.5,0.0,29.53,42.1
S1345,0.29,On Long Edge,Grid,50,1.5,0.0,27.95,41.02
S1346,0.29,On Long Edge,Grid,50,1.5,0.0,28.82,41.16
S1347,0.19,On Long Edge,Grid,90,1.5,0.0,27.08,47.13
S1348,0.19,On Long Edge,Grid,90,1.5,0.0,27.75,43.66
